Date,State,Confirmed,Recovered,Deaths,Other,Tested
2021-10-26,Karnataka,2986553,2939990,38024,29,50314135
2021-10-26,Kerala,4929158,4824745,29355,529,37520098
2021-10-26,Ladakh,20917,20668,208,0,553576
2021-10-26,Lakshadweep,10365,10270,51,44,262570
2021-10-26,Maharashtra,6605051,6438395,140060,3615,62080203
2021-10-26,Meghalaya,83415,81440,1446,0,1141539
2021-10-26,Manipur,123403,120615,1915,0,1358295
2021-10-26,Madhya Pradesh,792784,782162,10523,0,20006707
2021-10-26,Mizoram,118209,110761,419,0,1266596
2021-10-26,Nagaland,31747,29807,681,1034,392218
2021-10-26,Odisha,1039269,1026774,8369,0,21647068
2021-10-26,Punjab,602251,585471,16554,0,15255962
2021-10-26,Puducherry,127806,125496,1857,0,1903705
2021-10-26,Rajasthan,954407,945433,8954,0,14735295
2021-10-26,Sikkim,31912,31022,395,319,259222
2021-10-26,Telangana,670643,662592,3950,0,27388721
2021-10-26,Tamil Nadu,2697418,2648830,36048,0,50544014
2021-10-26,Tripura,84402,83416,813,63,1966415
2021-10-26,India,34214892,33589700,455684,13172,603207505
2021-10-26,Uttar Pradesh,1710101,1687108,22899,0,82792074
2021-10-26,Uttarakhand,343844,330145,7399,6144,7719760
2021-10-26,West Bengal,1588066,1561136,19081,0,18995979
2021-10-27,Andaman and Nicobar Islands,7650,7516,129,0,592748
2021-10-27,Andhra Pradesh,2064854,2045713,14364,0,29365385
2021-10-27,Arunachal Pradesh,55120,54725,280,0,1183303
2021-10-27,Assam,609506,599681,5987,1347,24573704
2021-10-27,Bihar,726073,716371,9661,1,49654538
2021-10-27,Chandigarh,65331,64482,820,0,786778
2021-10-27,Chhattisgarh,1005926,992088,13575,0,13630678
2021-10-27,Delhi,1439709,1414270,25091,0,29189445
2021-10-27,Dadra and Nagar Haveli and Daman and Diu,10681,10642,4,31,72410
2021-10-27,Goa,177969,174152,3363,0,1458499
2021-10-27,Gujarat,826481,816220,10088,0,30740538
2021-10-27,Himachal Pradesh,223406,217693,3725,16,3651430
2021-10-27,Haryana,771204,761022,10049,0,12941257
2021-10-27,Jharkhand,348705,343408,5135,0,15521299
2021-10-27,Jammu and Kashmir,331865,326596,4431,0,16045284
2021-10-27,Karnataka,2986835,2940339,38037,29,50431486
2021-10-27,Kerala,4938603,4831468,29977,529,37602787
2021-10-27,Ladakh,20925,20670,208,0,553852
2021-10-27,Lakshadweep,10365,10270,51,44,262740
2021-10-27,Maharashtra,6606536,6443342,140098,3616,62202811
2021-10-27,Meghalaya,83466,81511,1448,0,1143680
2021-10-27,Manipur,123473,120712,1917,0,1360269
2021-10-27,Madhya Pradesh,792804,782172,10524,0,20064859
2021-10-27,Mizoram,118949,111752,424,0,1274708
2021-10-27,Nagaland,31759,29822,681,1034,392872
2021-10-27,Odisha,1039818,1027108,8371,0,21719159
2021-10-27,Punjab,602289,585487,16556,0,15291958
2021-10-27,Puducherry,127846,125546,1857,0,1907080
2021-10-27,Rajasthan,954411,945437,8954,0,14752007
2021-10-27,Sikkim,31925,31030,395,323,259826
2021-10-27,Telangana,670829,662714,3951,0,27430113
2021-10-27,Tamil Nadu,2698493,2650145,36060,0,50665567
2021-10-27,Tripura,84420,83422,813,63,1969992
2021-10-27,India,34231243,33606777,456418,13182,604498405
2021-10-27,Uttar Pradesh,1710114,1687115,22899,0,82965470
2021-10-27,Uttarakhand,343861,330163,7399,6149,7733194
2021-10-27,West Bengal,1589042,1561973,19096,0,19039301
2021-10-28,Andaman and Nicobar Islands,7651,7516,129,0,594049
2021-10-28,Andhra Pradesh,2065235,2046127,14365,0,29404281
2021-10-28,Arunachal Pradesh,55134,54739,280,0,1183878
2021-10-28,Assam,609828,600089,5989,1347,24613333
2021-10-28,Bihar,726079,716372,9661,1,49879683
2021-10-28,Chandigarh,65335,64486,820,0,788391
2021-10-28,Chhattisgarh,1005957,992097,13575,0,13654009
2021-10-28,Delhi,1439751,1414315,25091,0,29252619
2021-10-28,Dadra and Nagar Haveli and Daman and Diu,10681,10642,4,31,72410
2021-10-28,Goa,178016,174216,3363,0,1460982
2021-10-28,Gujarat,826504,816232,10088,0,30792214
2021-10-28,Himachal Pradesh,223619,217918,3729,16,3661951
2021-10-28,Haryana,771217,761035,10049,0,12965312
2021-10-28,Jharkhand,348720,343429,5137,0,15521299
2021-10-28,Jammu and Kashmir,331963,326668,4432,0,16084751
2021-10-28,Karnataka,2987313,2940673,38054,29,50544638
2021-10-28,Kerala,4946341,4836928,30685,529,37678830
2021-10-28,Ladakh,20930,20673,208,0,554245
2021-10-28,Lakshadweep,10365,10270,51,44,262973
2021-10-28,Maharashtra,6607954,6445454,140134,3618,62316910
2021-10-28,Meghalaya,83527,81562,1449,0,1145897
2021-10-28,Manipur,123526,120766,1918,0,1362098
2021-10-28,Madhya Pradesh,792823,782184,10524,0,20123362
2021-10-28,Mizoram,119496,112600,425,0,1281539
2021-10-28,Nagaland,31772,29844,684,1034,393494
2021-10-28,Odisha,1040230,1027654,8375,0,21789353
2021-10-28,Punjab,602320,585514,16556,0,15326640
2021-10-28,Puducherry,127891,125581,1857,0,1910694
2021-10-28,Rajasthan,954418,945438,8954,0,14763567
2021-10-28,Sikkim,31939,31041,395,325,260236
2021-10-28,Telangana,671000,662922,3952,0,27468486
2021-10-28,Tamil Nadu,2699554,2651431,36072,0,50788402
2021-10-28,Tripura,84435,83436,813,63,1973180
2021-10-28,India,34245550,33619966,457223,13187,605885769
2021-10-28,Uttar Pradesh,1710125,1687123,22900,0,83129251
2021-10-28,Uttarakhand,343869,330173,7400,6150,7747261
2021-10-28,West Bengal,1590032,1562818,19105,0,19084738
2021-10-29,Andaman and Nicobar Islands,7651,7517,129,0,595397
2021-10-29,Andhra Pradesh,2065716,2046512,14367,0,29443885
2021-10-29,Arunachal Pradesh,55143,54755,280,0,1184494
2021-10-29,Assam,610150,600367,5992,1347,24657174
2021-10-29,Bihar,726085,716379,9661,1,50079917
2021-10-29,Chandigarh,65340,64490,820,0,789973
2021-10-29,Chhattisgarh,1005985,992110,13575,0,13676638
2021-10-29,Delhi,1439788,1414363,25091,0,29311912
2021-10-29,Dadra and Nagar Haveli and Daman and Diu,10681,10642,4,31,72410
2021-10-29,Goa,178063,174289,3363,0,1463383
2021-10-29,Gujarat,826526,816246,10088,0,30844692
2021-10-29,Himachal Pradesh,223876,218150,3732,16,3671855
2021-10-29,Haryana,771229,761047,10049,0,12988416
2021-10-29,Jharkhand,348736,343505,5138,0,15915243
2021-10-29,Jammu and Kashmir,332053,326749,4432,0,16124429
2021-10-29,Karnataka,2987694,2940978,38061,29,50657296
2021-10-29,Kerala,4954063,4843576,31156,529,37750511
2021-10-29,Ladakh,20941,20675,208,0,554593
2021-10-29,Lakshadweep,10365,10270,51,44,263218
2021-10-29,Maharashtra,6609292,6447038,140170,3619,62439900
2021-10-29,Meghalaya,83559,81628,1449,0,1147929
2021-10-29,Manipur,123609,120819,1919,0,1364162
2021-10-29,Madhya Pradesh,792832,782195,10524,0,20181418
2021-10-29,Mizoram,120088,113246,427,0,1288153
2021-10-29,Nagaland,31811,29864,684,1041,394177
2021-10-29,Odisha,1040595,1028207,8378,0,21855963
2021-10-29,Punjab,602349,585539,16557,0,15361510
2021-10-29,Puducherry,127936,125633,1857,0,1913612
2021-10-29,Rajasthan,954424,945440,8954,0,14780677
2021-10-29,Sikkim,31948,31052,395,325,260575
2021-10-29,Telangana,671174,663124,3954,0,27506928
2021-10-29,Tamil Nadu,2700593,2652660,36083,0,50911486
2021-10-29,Tripura,84446,83456,813,63,1976392
2021-10-29,India,34259765,33633515,457774,13195,607062619
2021-10-29,Uttar Pradesh,1710134,1687136,22900,0,83309472
2021-10-29,Uttarakhand,343876,330180,7400,6150,7759881
2021-10-29,West Bengal,1591014,1563678,19113,0,19133755
2021-10-30,Andaman and Nicobar Islands,7651,7518,129,0,596657
2021-10-30,Andhra Pradesh,2066065,2047047,14369,0,29478939
2021-10-30,Arunachal Pradesh,55154,54765,280,0,1185102
2021-10-30,Assam,610433,600738,5996,1347,24696982
2021-10-30,Bihar,726090,716381,9661,1,50305381
2021-10-30,Chandigarh,65346,64492,820,0,791448
2021-10-30,Chhattisgarh,1006020,992127,13576,0,13697641
2021-10-30,Delhi,1439825,1414385,25091,0,29371002
2021-10-30,Dadra and Nagar Haveli and Daman and Diu,10681,10643,4,31,72410
2021-10-30,Goa,178085,174339,3364,0,1466038
2021-10-30,Gujarat,826557,816260,10089,0,30893781
2021-10-30,Himachal Pradesh,224021,218212,3737,16,3681398
2021-10-30,Haryana,771241,761058,10049,0,13011916
2021-10-30,Jharkhand,348754,343510,5138,0,15954640
2021-10-30,Jammu and Kashmir,332154,326836,4432,0,16163431
2021-10-30,Karnataka,2988041,2941233,38071,29,50766164
2021-10-30,Kerala,4961490,4850742,31514,529,37821220
2021-10-30,Ladakh,20951,20678,208,0,555180
2021-10-30,Lakshadweep,10365,10270,51,44,263510
2021-10-30,Maharashtra,6609906,6449186,140196,3619,62559171
2021-10-30,Meghalaya,83605,81695,1449,0,1150106
2021-10-30,Manipur,123668,121040,1920,0,1365984
2021-10-30,Madhya Pradesh,792838,782207,10524,0,20238857
2021-10-30,Mizoram,120780,114002,430,0,1292499
2021-10-30,Nagaland,31831,29883,684,1042,394948
2021-10-30,Odisha,1040969,1028697,8382,0,21924668
2021-10-30,Punjab,602375,585566,16558,0,15395263
2021-10-30,Puducherry,127975,125681,1857,0,1916398
2021-10-30,Rajasthan,954427,945441,8954,0,14794298
2021-10-30,Sikkim,31958,31055,395,325,260954
2021-10-30,Telangana,671342,663315,3955,0,27544810
2021-10-30,Tamil Nadu,2701614,2653832,36097,0,51035541
2021-10-30,Tripura,84456,83464,813,63,1979626
2021-10-30,India,34272705,33648187,458219,13196,608319915
2021-10-30,Uttar Pradesh,1710152,1687145,22900,0,83473764
2021-10-30,Uttarakhand,343891,330186,7400,6150,7771624
2021-10-30,West Bengal,1591994,1564558,19126,0,19180886
2021-10-31,Andaman and Nicobar Islands,7651,7518,129,0,598033
2021-10-31,Andhra Pradesh,2066450,2047722,14373,0,29518787
2021-10-31,Arunachal Pradesh,55155,54774,280,0,1185436
2021-10-31,Assam,610645,600974,5997,1347,24712042
2021-10-31,Bihar,726098,716390,9661,1,50531824
2021-10-31,Chandigarh,65351,64495,820,0,792851
2021-10-31,Chhattisgarh,1006052,992159,13577,0,13709510
2021-10-31,Delhi,1439870,1414431,25091,0,29427753
2021-10-31,Dadra and Nagar Haveli and Daman and Diu,10681,10644,4,31,72410
2021-10-31,Goa,178108,174392,3364,0,1468399
2021-10-31,Gujarat,826577,816283,10089,0,30928063
2021-10-31,Himachal Pradesh,224106,218410,3738,16,3685011
2021-10-31,Haryana,771252,761068,10049,0,13032504
2021-10-31,Jharkhand,348764,343518,5138,0,15985878
2021-10-31,Jammu and Kashmir,332249,326915,4432,0,16202346
2021-10-31,Karnataka,2988333,2941578,38082,29,50873103
2021-10-31,Kerala,4968657,4857181,31681,529,37886378
2021-10-31,Ladakh,20962,20687,208,0,555568
2021-10-31,Lakshadweep,10365,10270,51,44,263541
2021-10-31,Maharashtra,6611078,6450585,140216,3619,62667211
2021-10-31,Meghalaya,83627,81746,1450,0,1151665
2021-10-31,Manipur,123731,121102,1921,0,1367673
2021-10-31,Madhya Pradesh,792854,782215,10524,0,20294225
2021-10-31,Mizoram,121359,114612,432,0,1298444
2021-10-31,Nagaland,31842,29904,685,1043,395416
2021-10-31,Odisha,1041457,1029147,8386,0,21994343
2021-10-31,Punjab,602401,585591,16559,0,15429415
2021-10-31,Puducherry,128013,125726,1857,0,1919060
2021-10-31,Rajasthan,954429,945443,8954,0,14807752
2021-10-31,Sikkim,31979,31063,396,325,261343
2021-10-31,Telangana,671463,663498,3956,0,27569831
2021-10-31,Tamil Nadu,2702623,2655015,36116,0,51159242
2021-10-31,Tripura,84468,83466,813,63,1983127
2021-10-31,India,34285612,33661339,458470,13197,609201294
2021-10-31,Uttar Pradesh,1710158,1687151,22900,0,83635222
2021-10-31,Uttarakhand,343896,330195,7400,6150,7781148
2021-10-31,West Bengal,1592908,1565471,19141,0,19228303
